Phenotype,Network_score,z-score,P-value
thigh; melanoma,3.2375049301210854,20.71257289223977,0
Thrombocytopenia absent ulnar syndrome,5.662047328335662,25.193317961946534,0
"Thyroid cancer, follicular",7.653444936961382,24.51326948106688,0
Glaucoma due to eye inflammation,2.1834213490724643,19.953069277764858,0
Tinea corporis due to Trichophyton persicolor,3.402864054797085,18.911575053242405,0
T-large cell anaplastic (Ki-1+) lymphoma (Kiel Classification) stage II,8.90471539540873,24.395875524757784,0
tooth; elongation,6.199587727196642,24.82730056049938,0
"Torus fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion",7.461405935555768,25.486807371863566,0
"GLAUCOMA 1, OPEN ANGLE, F (disorder)",5.658381236939822,25.471033517440613,0
Total perforation of bilateral tympanic membranes,3.0163970879947004,23.70342021230381,0
Transscaphoid-capitate-perilunate fracture dislocation,2.608519117154878,25.00529995431958,0
giant cell sarcoma of penis,5.842991234866499,25.37461410091353,0
Traumatic rupture of unspecified ligament of left middle finger at metacarpophalangeal and interphalangeal joint,7.544818137690013,25.615241008542768,0
Gastric or duodenal ulcer,4.573028355049862,21.795390409287275,0
follicular lymphoma of oropharynx,2.7672809680039134,21.885743353358894,0
Tendinitis of flexor hallucis longus,7.8786176840391,23.953924771263253,0
"syphilis; uveal tract, late (manifestation)",3.704262674958456,24.086571781935493,0
Supernumerary deciduous maxillary right second molar tooth,7.014207566062521,24.228500313135026,0
Gouty tophus of right elbow,4.584395212933502,22.599720698809964,0
Hall syndrome 1,2.4905935724605013,26.31220530550856,0
"scar; infusion catheter, spinal (stenosis)",4.654136535698418,24.575291173520835,0
Scratch and/or laceration due to animal,2.959565720358771,23.68126299586267,0
"Severe intellectual disability, progressive spastic diplegia syndrome",8.145380833364026,24.4514075420593,0
Shunt stenosis,9.081532710527046,24.84500541044441,0
spindle cell melanoma of penis,5.0323733566268425,23.868593100192705,0
"Sprain of metacarpophalangeal joint of right index finger, initial encounter",5.445464451278495,23.518026092397903,0
"Sprain of other ligament of left ankle, initial encounter",8.798760034766765,25.614750455878312,0
rupture of flexor digitorum profundus tendon to index finger of left hand,6.68465835414742,25.841448286704747,0
hairy cell leukemia not having achieved remission,6.502281830325224,25.059835415383606,0
growth on colored part of left eye,5.31268090944719,24.129729684876356,0
stiff; nape,6.101115726071947,22.971231545335556,0
"Strain of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, initial encounter",7.041101812595436,24.23590675726403,0
grade 3 follicular lymphoma of cerebral ventricle,4.108851303004254,25.375390458200837,0
"Subluxation of metatarsophalangeal joint of right great toe, sequela",9.365425661227412,25.264241159604666,0
"Superior Transverse Scapular Ligament, Calcification Of, Familial",3.471370393586168,22.433309379949282,0
grade 1 nodular sclerosing Hodgkin's lymphoma of cerebral ventricle,4.94615797774752,23.99831094509205,0
Supernumerary deciduous mandibular right first molar tooth,8.07033638883692,24.391173213296426,0
spring; catarrh,7.4141123348821765,24.11007897834412,0
Hepatorenal syndrome following labor and delivery,5.802726278479992,23.758119642546102,0
herpetic felon of right hand,2.8627321669990784,20.285407609944617,0
Peripheral gangrene,4.038621815733771,23.516713953856808,0
Mucocutaneous disorder,9.117135665521344,24.92810319103592,0
Multifactorial encephalopathy,2.3722746725653305,17.050504723631835,0
Multiple cysts of breast,2.6407439884931385,18.565652888232687,0
Myxofibroma,7.202564699657779,25.343040183031995,0
Neonatal jaundice due to swallowed maternal blood,4.5561707904353,21.431632403354627,0
Neonatal pulmonary air leak,8.473859630864677,24.56508661533479,0
neoplasm of autonomic nerves of upper extremities,5.379427458428499,23.469928429610725,0
neoplasm of soft tissue of right thumb,8.364640014836217,24.721297970383105,0
"nephropathy; drug-induced, analgesic",4.860408499129416,23.798325119395358,0
Node-negative breast cancer,7.999231024377742,25.44888345930323,0
nodular melanoma of penis,7.109828184645539,25.955827357283958,0
nonclosure; foramen botalli,9.124921668029215,24.767373821758518,0
"Noncollision motor vehicle traffic accident involving object falling in or on motor vehicle while in motion, passenger on motor cycle injured",2.236186317180529,20.826059198630176,0
Nondependent alcohol abuse,8.494461299071219,24.576192427586236,0
Nondependent antidepressant type drug abuse in remission,9.155254850629284,24.659064622053297,0
hyperplasia of left renal artery,3.439878289845229,20.946093297977086,0
"Nondisplaced fracture of base of neck of left femur, initial encounter for open fracture type I or II",6.417589918755585,24.167022908483453,0
Hypertensive diseases (I10-I16),7.616286708337478,26.346136612180732,0
Mouse Islet Cell Carcinoma,7.154889458719028,23.796155945838745,0
Mouse Follicular Thyroid Carcinoma,9.124889577779227,24.83691021966332,0
Hypothalamic/pituitary hormone overdose,3.6917761773970814,22.336596374840433,0
malignant male breast neoplasm of axillary tail,2.747934756138643,16.574311790239538,0
Malignant neoplasm of axillary tail of left male breast,6.883286263258209,24.932460615512138,0
Malignant neoplasm of lower-outer quadrant of left male breast,5.428042564537349,24.712890935239727,0
malignant papillary meningioma,3.826206306368107,21.58067431445509,0
maternal drug use complicating puerperium,2.9264150958186974,23.565897102751773,0
Megalocytic interstitial nephritis,8.463299033466349,24.58256472252418,0
megalodactylia,8.090165463629058,24.39122064208895,0
"mental; disorder, affecting management of pregnancy, childbirth or puerperium",8.800082059934232,24.617690431164625,0
"Nondisplaced fracture of cuboid bone of left foot, sequela",7.0496957963175975,24.63919692043053,0
closed dislocation of interphalangeal joint of right thumb,4.787556383661446,22.37573807764695,0
microcystoid peripheral retinal degeneration of both eyes,3.7042467331831594,24.126904854019106,0
"Idiopathic chronic gout, hip",3.4453161959997485,23.235004029293595,0
"Migraine, Familial Hemiplegic, 3",3.6557102255794742,22.94631965866064,0
Moderate epithelial dysplasia,6.526631378696279,25.07787182655602,0
Moderate oligospermia,6.409545816592488,23.092674760678705,0
"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, other specified person injured",8.815314168719002,24.66450610496988,0
"Motor vehicle traffic accident involving collision with another motor vehicle, parked, pedestrian injured",4.010144081733438,22.44711059543242,0
ichthyosis-alopecia-ectropion-mental retardation syndrome,4.451758104927961,23.617264012273573,0
Microcornea corectopia macular hypoplasia,8.109159398389314,24.310762252101295,0
"Nondisplaced fracture of distal phalanx of left thumb, initial encounter for closed fracture",8.225728520310534,24.268377254480495,0
"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with nonunion",7.242778029868184,26.67657569709617,0
"Nondisplaced fracture of fourth metatarsal bone, left foot, sequela",3.704262674958456,24.086571781935493,0
"Other injury of extensor muscle, fascia and tendon of right index finger at wrist and hand level, subsequent encounter",3.915361271224642,21.451765083685345,0
"Other injury of other specified muscles, fascia and tendons at wrist and hand level, right hand, initial encounter",8.31968104664409,24.736577720000447,0
"Other secondary gout, shoulder region",2.3232303743782894,23.63480731525342,0
Other specified disorders of iris and ciliary body,8.435390453378606,24.599699821895,0
Hoigne's syndrome,8.765595665060875,25.921304493051018,0
"Other specified injury of other blood vessels at ankle and foot level, right leg, subsequent encounter",8.089181303234888,24.392058761486467,0
"Hodgkin's disease, mixed cellularity, unspecified site, extranodal and solid organ sites",6.351740296873966,24.747061245519088,0
out (of) breath,7.374035374256864,24.51431813959372,0
"Other infective (teno)synovitis, shoulder",8.818042783844035,24.59291296715721,0
Ovarian germ cell teratoma stage I C,1.6530025026768338,25.256899940893902,0
Pain or toothache,5.377201893732892,23.266030301569888,0
"Parasitic cyst of iris, ciliary body or anterior chamber, unspecified eye",2.8518028648225084,25.813732700570338,0
parental concerns child does not like peek-a-boo or hide-and-seek,8.859338970111517,24.53126018886073,0
"Pathological dislocation of unspecified hip, not elsewhere classified",6.674800630394274,23.40088681060497,0
"Hit by aircraft, without accident to aircraft, other person injured",7.12526971211998,25.442077673165496,0
pathologic fracture of seventh cervical vertebra,3.088432730880138,20.635895128240755,0
Pelizaeus-Merzbacher Disease,9.185288380883444,24.556086213039492,0
Peri-nipple pigmentation,8.784694976675468,24.81188469318055,0
Pain in left elbow,8.099315151017162,24.401644892601613,0
"Traumatic rupture of unspecified ligament of right wrist, initial encounter",8.743523164333347,24.748906684918573,0
Other fracture of left great toe,8.020802376402825,23.705658895367275,0
Osteopenia or osteoporosis,8.10306259551407,24.397190370039596,0
Nondisplaced fracture of intermediate cuneiform of left foot,4.504377455017253,25.95175640420757,0
Nondisplaced fracture of proximal phalanx of left middle finger,8.629170005611673,25.04458532797363,0
"Nondisplaced fracture of proximal phalanx of right middle finger, initial encounter for open fracture",4.039907665666853,23.55494742638932,0
Hyperfunctional dysphonia,5.727154903009907,25.44552427710256,0
Human papillomavirus deoxyribonucleic acid test negative,5.315872598352975,24.622595118100243,0
"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with malunion",8.10505599368499,24.278930768046585,0
Non-Metastatic Prostate Carcinoma,8.122119493151144,24.3459715444315,0
"Non-small cell carcinoma of lung, TNM stage 2",4.124252669907011,25.117405492812928,0
Osteoporosis due to corticosteroid,3.3278941462884335,22.86003452682843,0
"Obesity, hypoplasmic",9.050529331495568,24.90544549644676,0
Omphalocele exstrophy imperforate anus,8.07033638883692,24.391173213296426,0
onychomycosis of fingernail of right hand,7.092441234439431,25.75239953220233,0
open fracture of L1 vertebral body,7.160219923567159,23.928993654517825,0
Open fracture of sixth cervical vertebra (& [without mention of spinal cord lesion]),1.8951146052646755,20.570783191911616,0
opioid use with specified opioid-induced disorder,7.650093861523051,23.526744983331024,0
orbital osteomyelitis of right eye,5.277025391273905,23.900999351716177,0
Osteoarthritis of left sternoclavicular joint,7.394029253812521,23.470435966273886,0
Osteochondritis: [of knee] or [NOS],6.575594332316467,23.47082008319322,0
"Hormones, synthetic substitutes and antagonist overdose",3.4141687647317793,23.00565697025584,0
Trichomonal vaginitis &/or vulvovaginitis,3.705339768813816,24.08611617780487,0
Trigeminal schwannoma,8.422559970503436,24.530442917085992,0
"Tuberculosis of larynx, trachea and bronchus",8.827404461611012,24.555788226317357,0
"Ankylosis, right foot",4.881809664507979,23.55907565346845,0
DISORDERLY CONDUCT INTOXICATED,7.304716995049638,24.704111753748922,0
"Anorexia nervosa, binge-eating purging type",4.753982436084772,24.85420885825869,0
"Anterior dislocation of left sternoclavicular joint, sequela",5.407968098853004,23.02758612801162,0
anterior inferior cerebellar artery infarction on left,2.6387313863484567,24.282461231606668,0
"Dislocation of metacarpophalangeal joint of unspecified finger, sequela",6.430053413000807,25.676230570430878,0
(Arthropathy NOS of the ankle and foot) or (arthritis NOS: [ankle] or [foot]),4.519502102514125,24.378024575546814,0
"Diseases of the digestive system complicating pregnancy, first trimester",7.277413486107089,24.279081547937395,0
digestive tract; burn,5.621146635378271,24.181797118538764,0
Benign autosomal dominant osteopetrosis,8.54437604941269,26.36742518327972,0
diffuse well differentiated lymphoma (DLWD) of spleen,8.00675698514531,24.905994470275214,0
Diffuse acute (reversible) ischemia of small intestine,5.638960202730624,25.597958733795654,0
Benign neoplasm of left adrenal gland,3.5731886622894105,23.507960741078623,0
DIAMOND-BLACKFAN ANEMIA 11,0.9681586932913928,16.726125809873324,0
desmoplastic small round cell tumor of trachea,7.2399693601566195,26.3530004054399,0
desmoplastic melanoma of retina,3.8723745227343715,25.075160848852605,0
Bladder Endometrioid Adenocarcinoma,3.851690714480794,24.34979894013944,0
"Angiomatosis, Bacillary",6.170807695113906,25.391627437606083,0
DISORDERS OF INTEGUMENT AND TEMPERATURE REGULATION IN THE FETUS OR NEWBORN,4.536491034183817,27.376126800503176,0
Androgenetic alopecia in association with polycystic ovaries,8.239126606924133,25.12967017636444,0
"anaplastic large cell lymphoma, T-cell type of cerebral ventricle",2.7654152889375045,18.476076978724794,0
ALK-negative anaplastic large cell lymphoma in extranodal and solid organ sites,9.145499135611384,24.631564674808534,0
"Displaced fracture of fourth metatarsal bone, right foot, initial encounter for open fracture",2.952923696434882,21.528709619381825,0
allergy testing halibut erythema,4.205372560125078,23.37120405372541,0
"Displaced fracture of distal phalanx of right thumb, subsequent encounter for fracture with malunion",2.7569726777333368,27.097777865439255,0
"Displaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with routine healing",6.200470866139873,21.482952449236087,0
allergy testing thyme induration,4.16443522459472,23.905057356718025,0
"Displaced fracture of cuboid bone of right foot, subsequent encounter for fracture with routine healing",6.200493348260013,26.493016839583273,0
allergy testing tomato induration,3.917891592700241,23.194552677885042,0
Blister without mention of infection: [foot and toe] or [heel],3.6920564237933635,22.337671338192408,0
Allergy to cocaine,7.8017261812055025,25.24842932140816,0
Allergy to fish oil,2.4157342619285864,22.925135480184235,0
Allergy to ketamine,6.943489820503608,24.586187791412698,0
Allergy to oxypertine,4.396270580319628,22.453807992983133,0
Allergy to propantheline,2.6292003447823897,20.328395177560633,0
Alternation between constipation and diarrhoea,4.014924772562959,23.249581574542766,0
Alveolar ridge trauma &#x7C; Gingiva &#x7C; Dental,5.670262576580066,22.232413440902434,0
Anal intraepithelial neoplasia (AIN III),4.9249021372856525,26.253062199843974,0
"anaplastic large cell lymphoma, null cell type of kidney",6.677091912226141,24.047197908972056,0
Allergy to desflurane,6.225358490028623,25.042738297202305,0
blood-clot embolism following abortion,6.285243233562813,24.39042103781395,0
Derangement of posterior horn of lateral meniscus of right knee,2.8745499989458145,20.968735763950686,0
"Brawny scleritis, left eye",6.551461161435977,24.501320050674682,0
Cerebral Cavernous Hemangioma,4.7560807404256,25.38923484378783,0
"Cervical disc disorder, unspecified, unspecified cervical region",2.932661360518901,21.27716529443955,0
Chronic pain due to injury,2.6292003447823897,20.328395177560633,0
Congenital viral hepatitis B infection,6.507210428730499,25.06202466913508,0
Congenital varicella infection,6.7377038095693536,25.354048638926105,0
Congenital goiter,3.806341849716955,22.476892112667624,0
congenital deformity of right ear causing impairment of hearing,5.243978505716185,24.949243814691343,0
Confluent drusen,3.6917761773970814,22.336596374840433,0
CONGESTIVE HEART FAILURE ACUTE EXACERBATION,2.2915371639965723,23.6060464054279,0
Concretion in conjunctiva of left upper eyelid,7.155603884681102,23.864686677967875,0
Circumflex artery stenosis,0.7964439199324092,13.623894897671143,0
"Complete traumatic metacarpophalangeal amputation of unspecified thumb, subsequent encounter",2.5385828136593456,24.984758954440743,0
COLON RECTAL FISSURE BLEEDING,2.1033695736856837,20.84723265003544,0
"Collision of powered aircraft with bird, while in flight",4.018291289295191,22.702356387352445,0
closed three-part fracture-dislocation of posterior proximal end of right humerus,2.64054478186003,20.270826797360684,0
closed oblique fracture of shaft of left tibia with fibula,4.830558779074874,24.946886920477155,0
closed nondisplaced fracture of right acetabulum (phi 1),7.542768097798379,24.87976155122559,0
closed fracture of right tenth rib,5.588154505060513,24.616240796271303,0
Complex fracture of lower end of femur not extending into joint,7.628324649456314,24.900949319147635,0
Akinetic Seizure Disorder,5.040275798501471,27.103114498791506,0
cellulitis of right axilla,7.731791517011463,24.318619127455356,0
"Contracture, unspecified elbow",4.756149255063895,24.7621926213828,0
Deaf Mutism,6.48665312938417,25.034880752569066,0
DE 057,6.692052085352392,24.481870545812114,0
Cystic fibrosis with meconium ileus,5.788871449819587,24.93637442600538,0
Cutis laxa following urticaria-angioedema,4.4971363168190335,23.88102693624069,0
CSF: erythrocytosis,3.641146982231349,24.441954679827216,0
"Crushing injury of unspecified right toe(s), sequela",5.937826152127437,26.43639282832843,0
breech presentation of fetus with successful version with baby delivered,6.278817366577286,25.423791137950847,0
Crushed by rolling stock - pedal cyclist,6.941406989237995,24.692811943556503,0
"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 2",5.253428437582185,24.957518513131898,0
Calciphylaxis,7.093614178608926,24.79452310248514,0
Cardiac cirrhosis,2.1115416247365544,25.155272390145,0
cricoid cartilage; cleft,5.446158507945033,24.094195952101,0
Corticosteroids overdose,4.9333874010148815,26.098746096545597,0
cortical vein thrombosis with cerebral infarction,5.977947956390472,26.07943469509527,0
"Corneal ulcer with hypopyon, unspecified eye",2.4950661599902877,26.305528632008585,0
contusion with intact skin of left second toenail,6.697297110167595,24.558350907297243,0
c.delivery; laceration labia,4.560949459952439,24.23802982023683,0
Contusion of superficial palmar arch,4.444642137002597,21.328461365475565,0
canthus; melanoma in situ,8.005144002545142,24.979165976044385,0
macrosomia-obesity-macrocephaly-ocular abnormality syndrome,4.766166944708202,27.346690926552483,0
"Displaced fracture of greater tuberosity of unspecified humerus, initial encounter for closed fracture",3.7983156485839262,22.384054002107227,0
Adverse reaction to medroxyprogesterone acetate,3.751256216884301,22.536478238014855,0
Unspecified subluxation of left ring finger,4.054662750482953,23.029712816138595,0
"Unspecified subluxation of unspecified sternoclavicular joint, sequela",3.853602393031544,21.654500038177343,0
"Unspecified superficial keratitis, bilateral",3.131190564795249,25.014839273310425,0
"varices; labia, complicating pregnancy",6.259795438941665,23.325344406127112,0
War operations involving unarmed hand to hand combat,4.6290736926391345,26.074467421978756,0
WORSE WITH INTERCOURSE,8.396565044504285,24.69457537147355,0
first degree burns of back including buttocks,7.117182834466132,25.59897232159456,0
first degree burns of abdominal wall including flank and groin,0.7828685725297975,13.957739571659733,0
wound; occipital region,8.424838427342547,24.641368274418465,0
Wound.shlw,4.504371693222998,24.679614266919764,0
[X]Adverse reaction to alkalizing &/or acidifying agents,3.7042689081030935,24.086554520810868,0
xanthoma; cerebrotendinous,7.883940108319085,24.31652683342891,0
[X] Somatoform autonomic dysfunction (& named variants),6.6498426318111825,24.259643125771955,0
Zooparasitic portal cirrhosis,8.779968333588984,24.627544094546963,0
Zuclopenthixol overdose,8.774766062415567,24.816926720663663,0
"Fetus-to-fetus placental transfusion syndrome, third trimester",0.7828685725297975,13.957739571659733,0
Abdominal aortic aneurysm greater than 5.0 centimeters in female,4.714626764170903,24.772994046933608,0
Flat anterior chamber hypotony of unspecified eye,8.067428960689137,24.70847572876084,0
"Unspecified sprain of unspecified lesser toe(s), subsequent encounter",2.5652663906856366,20.406446814169268,0
"Unspecified physeal fracture of unspecified calcaneus, initial encounter for open fracture",8.568857597296041,24.41776014992266,0
Florid adenosis,5.631451929991501,26.5003327573204,0
"Tuberculosis of thyroid gland, unspecified",8.729379138744154,24.735258941890855,0
type 1 diabetes mellitus with ophthalmoplegia of left eye,8.363720240439498,24.639038872873908,0
type 2 diabetes mellitus with ophthalmoplegia of both eyes,9.117843863844655,24.909777949152396,0
"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",4.826828544034223,23.04876225382286,0
type I Duane's syndrome of left eye,4.732307757934012,25.289631045108983,0
"Type II occipital condyle fracture, unspecified side, subsequent encounter for fracture with nonunion",8.679847741417207,24.891038928406076,0
"Unspecified adhesions of iris, bilateral",4.79834563158749,23.225405256255506,0
Unspecified car occupant injured in collision with pedestrian or animal in nontraffic accident,8.647847196426593,24.9997143478646,0
Fetal or neonatal effect of medicinal agent transmitted via placenta and/or breast milk,3.043574383500718,21.83435123765903,0
"Unspecified car occupant injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter",7.6161870318427045,26.20265558270246,0
"Unspecified fracture of head of unspecified femur, subsequent encounter for closed fracture with delayed healing",9.203644387149163,24.531751152355323,0
"Unspecified fracture of unspecified toe(s), sequela",6.828631222384375,25.14028473835726,0
"Follicular lymphoma grade III, unspecified",5.047682873250399,23.880200086811247,0
"Unspecified injury of extensor muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela",8.786847281336314,24.581493229392866,0
"Unspecified nephritic syndrome, focal and segmental glomerular lesions",3.746312987939751,23.785927514402733,0
"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",5.568179996205923,26.53459897593817,0
"Focal chorioretinal inflammation, juxtapapillary, unspecified eye",7.255578371216927,23.57012820337661,0
"Unspecified open-angle glaucoma, stage unspecified",8.07033638883692,24.391173213296426,0
Unspecified dislocation of left sternoclavicular joint,8.075001992590458,24.261288260491195,0
Absence of hormonal activity,0.9047811933198723,19.010274315646935,0
Absent stomach,5.216608029287922,22.813461327754943,0
abuse; amfetamine (type),3.12323116347365,22.543727665343745,0
adenocarcinoma in situ in villous adenoma of penis,1.3644324014672522,21.130959710333393,0
adenoviral myositis,3.1665692711812885,22.111950767360966,0
Elastic fiber alteration,7.290215634379016,24.91438517032604,0
EGFR NM_005228.3:c.787A>C,8.281819883777251,25.668947264217973,0
"Effusion, left ankle",3.1331642796818118,20.472590069800596,0
Eclampsia complicating labor,3.894604021966315,23.127522462474502,0
Administration site erythema,8.013281656586198,24.470331525165598,0
adolescent gender dysphoria,8.323979854258134,24.92195709308486,0
adenocarcinoma in situ in adenomatous polyp of digestive tract,3.9766159449789735,26.15390619921007,0
Adverse reaction to antibiotics,3.911737996334418,22.836313986035353,0
"Dyskeratosis Congenita, Autosomal Recessive",4.278943478473207,23.92645682022676,0
DRUG ABUSE NARCOTIC INTOXICATION,3.8684108470384873,25.041720332239166,0
DOWN SYNDROME RELATIVE,2.9025993017328187,21.16738430555722,0
"Disseminated chorioretinal inflammation, peripheral right eye",5.119054869773225,24.350182417526458,0
"Displaced other extraarticular fracture of unspecified calcaneus, initial encounter for open fracture",5.307796018989678,25.340102690856877,0
"Displaced fracture of lateral cuneiform of unspecified foot, subsequent encounter for fracture with nonunion",4.0317000954476585,25.392521567750713,0
Adverse reaction to blood or blood product,4.873360856747296,24.136600602126464,0
Adverse reaction to hepatitis A vaccine,0.7828685725297975,13.957739571659733,0
Dyspnea raising arms,5.0464991298112025,22.81864130734845,0
Displaced fracture of lateral condyle of unspecified humerus,7.182054611355695,25.14426267345379,0
"Acute serous otitis media, bilateral",5.675366296423181,25.786794399654156,0
Episodic ataxia type 2 (disorder),3.059623923607541,19.7720308009861,0
"Fatigue fracture of vertebra, cervicothoracic region, subsequent encounter for fracture with routine healing",3.2234936051331933,20.216619035650247,0
Accidental butabarbitone overdose,8.291932219713122,24.99546599524251,0
Accidental ingestion of lantana berries,4.1385487869247815,25.345797439047633,0
Accidental poisoning by drug primarily affecting mucous membrane,5.432864215818291,26.86102952962284,0
"Accident in alighting from aircraft, occupant of commercial aircraft in surface to air transport injured",8.76665340140664,24.811694896779528,0
FALL RELATED INJURY,1.3696267919880434,25.05113963671086,0
Failed induction (of labor) by oxytocin,8.438900928013505,25.66585519662193,0
Factor V concentrate products allergy,3.9716430314822344,25.82560182732873,0
Acquired hydromeningocele,6.037644149260105,25.505209999421375,0
FACE INJURY PENETRATING WOUND,4.269913164500097,24.528549889738883,0
"Accident to powered aircraft while taking off, NOS, other person injured",6.665253606449962,25.78505939192794,0
Extrafoveal choroidal neovascularization,7.145649888735245,25.27050228335356,0
"Explosion in watercraft, occupant of small unpowered boat injured",3.8154432408859966,22.134618378408888,0
esophageal ulcer due to ingestion of substance,4.515069432793563,25.753207614980067,0
Nondependent other drug abuse in remission,9.380316990474434,24.700593291403266,0
Acne scars - mixed atrophic and hypertrophic,2.4951071295630878,26.29796982409434,0
Esophageal hiatal hernia of small size,3.0443333907556536,21.83401607557362,0
Erectile dysfunction,6.993423926626,25.87457781732039,0
"Extrinsic cartilagenous obstruction of Eustachian tube, right ear",8.033418136718383,25.98096442979891,0
Lynch Lee Murday syndrome,8.475185518846958,24.475621813440444,0
Merkel cell carcinoma of nose,8.444076461449871,24.577049514684678,0
"low; blood pressure, due to shock following injury",1.5325130287025273,20.052063851192276,0
"syndrome; salt, deficit, due to heat, causing heat exhaustion or prostration",3.6191087332256835,22.907119949657297,0
Syphilitic chancre of vulva,7.845851509020941,24.492461600370618,0
Syringoencephalia,9.397970802441964,24.932938105285963,0
"Systemic lupus erythematosus, organ or system involvement unspecified",7.47824534784912,24.193283392944398,0
Tendinosis of right knee,5.101962025620094,20.47502052187383,0
"Terrorism involving firearms, terrorist injured",7.702720295479243,26.556488434152026,0
"Terrorism involving suicide bomber, civilian injured",2.958825013728783,22.663768642208915,0
Thiourea overdose,5.306538994525846,24.388182408669405,0
Threatened labor,9.145636143893936,24.573228755802074,0
Tinea due to Trichophyton mentagrophytes variant erinacei,7.758778201181003,24.202976703997624,0
Torn mitral leaflet,8.407911831201742,25.721563289393274,0
transient monoplegia of left lower extremity,3.300603359654051,19.746374114126457,0
"Traumatic rupture of collateral ligament of left ring finger at metacarpophalangeal and interphalangeal joint, initial encounter",9.075312420713614,24.951823660130486,0
"Traumatic rupture of collateral ligament of left ring finger at metacarpophalangeal and interphalangeal joint, subsequent encounter",8.798737677345212,25.672746211648597,0
"Traumatic rupture of collateral ligament of right ring finger at metacarpophalangeal and interphalangeal joint, sequela",7.462791934384415,25.72669456298448,0
intentional injury by other person by bodily force,2.6898030951161886,20.34827212494124,0
Trichomonal vulvovaginitis,9.010938817650754,24.958568520819266,0
Sweating Sickness,8.982058793610312,25.068099176691902,0
Supernumerary permanent mandibular right third molar tooth,7.34025250815861,25.32642225309649,0
Supernumerary permanent mandibular left canine tooth,8.85453292422891,25.285169558702382,0
Subperiosteal abscess of orbit of right eye,3.919270065182274,25.768075682229583,0
Sequelae of disorders by system of sequelae,7.157606545256997,25.64851839742556,0
SHORT-RIB THORACIC DYSPLASIA 7 WITH OR WITHOUT POLYDACTYLY,7.138846958974031,24.309242635717478,0
Simple partial seizure with autonomic dysfunction,9.72616442983,24.91699414751977,0
Small non-cleaved follicular center cell lymphoma (Burkitt's lymphoma) stage III,8.460697004494719,23.28176297695749,0
Sour stomach,8.007210312548287,24.845221473386815,0
"Sprain of interphalangeal joint of unspecified great toe, initial encounter",3.1945836706752586,24.15880279665565,0
"Sprain of unspecified ligament of unspecified ankle, subsequent encounter",6.249097614872802,24.80297506099883,0
sprain (strain); calcaneofibular,8.114325909981101,25.54395930931107,0
trichophytobezoar; stomach,9.122933348482297,24.880118061368666,0
"stomach; deformity, acquired",5.681900589118143,25.78877621319568,0
Intentional tryptophan overdose,3.001858916515083,22.27829226350863,0
"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, sequela",8.368636994286968,24.880139951941246,0
Strongyloides IgG antibody positive,8.498475625531624,24.679906785611642,0
"Subacute confusional state, post-traumatic",9.077692913001847,24.771503104141285,0
Subdural and cerebral hemorrhage due to birth trauma,8.827443587743776,24.606462240231973,0
Subluxation of metacarpophalangeal joint of right middle finger,8.494829014379846,24.40625720702239,0
Subluxation of other carpometacarpal joint of right hand,3.3255337305375163,26.444559715901097,0
"Subluxation of radiocarpal joint of right wrist, initial encounter",9.739615882549359,25.03959845080349,0
"Strain of flexor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",9.243204124744425,24.217661034023507,0
Triclofos sodium allergy,4.543348327615873,25.21102280541316,0
tuberculosis of adenoids TB (+) other way (-) bacteriology (-) histology,9.066023291342429,24.889148939427624,0
"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)",5.870957441948437,22.88953422870381,0
"[X]Poisoning by and exposure to nonopioid analgesics, undetermined intent",9.225853863001065,24.469747705957737,0
Yorifuji Okuno syndrome,6.260757203635413,25.059078711504668,0
"Abdominal or pelvic swelling, mass, or lump, epigastric",8.46330536125587,24.58699365111831,0
Abnormality of digestive system morphology,8.80914767104057,24.67540377996604,0
Abscess of big toe,2.7487360429279413,19.300158733843308,0
Accidental bumetanide overdose,6.535260735330652,24.416233979250702,0
Accidental magnetic resonance imaging contrast media overdose,6.747889133103392,26.144253209664853,0
Accidental sucralfate overdose,4.397168014203523,24.937733850684094,0
"[X]Assault by steam, hot vapours and hot objects, occurrence at other specified place",9.109706860864675,24.74639349691717,0
"Accident involving collision between powered vehicle, used solely within the buildings and premises of an industrial or commercial establishment, and another object",8.994889418526483,25.196588980307453,0
lungs; developmental disorder,3.7564679805288343,25.012117037003808,0
acute appendicitis with generalized peritonitis with abscess,8.689232176830375,24.913648000149866,0
acute glomerulonephritis due to Goodpasture's syndrome,5.591314304497641,23.117252591624904,0
"Acute paralytic poliomyelitis specified as bulbar, poliovirus, unspecified type",7.298326853304784,24.576334716269386,0
